; Fri, 15 May 2015, 18:37:42
AX-89869088:ph3        24.434  ; 7380

AX-89844739:nmh        24.760  ; 7381

AX-89844716:ph3        24.815  ; 7382

AX-89901943:nmh        25.529  ; 7383

AX-89901896:nmh        26.378  ; 7384

AX-89844642:nmh        27.153  ; 7385

AX-89901854:nmh        27.168  ; 7386

AX-89901861:nmh        27.698  ; 7387

AX-89850652:nmh        27.957  ; 7388

AX-89901895:nmh        28.126  ; 7389

AX-89860016:nmh        28.746  ; 7390

AX-89901780:nmh        28.746  ; 7391

AX-89844595:nmh        28.988  ; 7392

AX-89801334:nmh        29.850  ; 7393

AX-89844534:nmh        30.279  ; 7394

AX-89850645:ph3        31.141  ; 7395

AX-89801261:nmh        31.141  ; 7396

AX-89901671:nmh        31.713  ; 7397

AX-89801223:ph3        32.255  ; 7398

AX-89801220:nmh        32.255  ; 7399

AX-89906724:ph3        32.532  ; 7400

AX-89844436:nmh        32.532  ; 7401

AX-89901676:nmh        33.369  ; 7402

AX-89844390:nmh        33.369  ; 7403

AX-89801177:ph3        34.205  ; 7404

AX-89844393:nmh        34.205  ; 7405

AX-89850614:ph3        34.205  ; 7406

AX-89844380:nmh        34.205  ; 7407

AX-89859971:ph3        35.042  ; 7408

AX-89844335:ph3        35.042  ; 7409

AX-89844240:ph3        38.178  ; 7410

AX-89901488:ph3        38.455  ; 7411

AX-89850591:ph3        38.455  ; 7412

AX-89901226:ph3        39.292  ; 7413

AX-89843992:ph3        39.570  ; 7414

AX-89844013:ph3        40.690  ; 7415

AX-89844007:ph3        40.968  ; 7416

AX-89844023:ph3        41.245  ; 7417

AX-89906683:nmh        41.912  ; 7418

AX-89906684:ph3        43.182  ; 7419

AX-89901351:ph3        44.626  ; 7420

AX-89800978:nmh        44.952  ; 7421

AX-89901350:ph3        45.461  ; 7422

AX-89901365:nmh        45.759  ; 7423

AX-89801019:nmh        46.294  ; 7424

AX-89844127:ph3        46.294  ; 7425

AX-89844112:ph3        46.433  ; 7426

AX-89843938:ph3        46.572  ; 7427

AX-89901172:nmh        46.572  ; 7428

AX-89906694:nmh        46.572  ; 7429

AX-89800849:ph2        46.989  ; 7430

AX-89808741:nmh        47.405  ; 7431

AX-89843927:ph3        47.407  ; 7432

AX-89800823:ph3        48.242  ; 7433

AX-89843897:ph3        48.242  ; 7434

AX-89906665:ph3        48.927  ; 7435

AX-89843858:nmh        48.927  ; 7436

AX-89843761:nmh        51.005  ; 7437

AX-89800711:ph3        51.690  ; 7438

AX-89906646:nmh        52.375  ; 7439

AX-89843722:nmh        52.375  ; 7440

AX-89843714:ph3        54.453  ; 7441

AX-89906641:nmh        55.138  ; 7442

AX-89800677:ph3        55.138  ; 7443

AX-89843695:ph3        55.823  ; 7444

AX-89800634:nmh        57.901  ; 7445

AX-89808764:ph3        58.153  ; 7446

AX-89844483:nmh        58.153  ; 7447

AX-89805942:nmh        58.586  ; 7448

AX-89850763:nmh        58.620  ; 7449

AX-89802135:nmh        59.087  ; 7450

AX-89850770:ph3        60.027  ; 7451

AX-89802210:ph3        60.494  ; 7452

AX-89872130:nmh        60.494  ; 7453

AX-89850784:ph3        60.962  ; 7454

AX-89800626:ph3        61.373  ; 7455

AX-89906842:nmh        61.902  ; 7456

AX-89802287:nmh        62.369  ; 7457

AX-89902994:ph3        63.309  ; 7458

AX-89902948:nmh        64.249  ; 7459

AX-89903028:ph3        64.716  ; 7460

AX-89903048:nmh        66.134  ; 7461

AX-89903094:nmh        66.601  ; 7462

AX-89864922:nmh        67.541  ; 7463

AX-89903120:nmh        67.541  ; 7464

AX-89850381:ph3        68.008  ; 7465

AX-89815242:nmh        68.008  ; 7466

AX-89904021:nmh        68.008  ; 7467

AX-89850393:ph3        68.475  ; 7468

AX-89843133:ph3        69.415  ; 7469

AX-89900419:ph3        70.113  ; 7470

AX-89859779:ph3        70.821  ; 7471

AX-89900433:ph3        71.288  ; 7472

AX-89850413:ph3        72.228  ; 7473

AX-89847641:ph3        72.695  ; 7474

AX-89823625:nmh        74.113  ; 7475

AX-89880775:ph3        75.053  ; 7476

AX-89880787:nmh        75.520  ; 7477

AX-89784107:nmh        76.233  ; 7478

AX-89855774:nmh        76.926  ; 7479

AX-89784186:nmh        78.157  ; 7480

AX-89847667:ph3        78.808  ; 7481

AX-89847659:ph3        79.748  ; 7482

AX-89823703:ph3        80.688  ; 7483

AX-89903904:nmh        82.105  ; 7484

AX-89809017:nmh        82.573  ; 7485

AX-89846564:nmh        83.512  ; 7486

AX-89903872:nmh        83.980  ; 7487

AX-89906941:ph3        84.920  ; 7488

AX-89843296:nmh        85.387  ; 7489

AX-89843313:nmh        86.327  ; 7490

AX-89843344:ph3        87.267  ; 7491

AX-89843363:nmh        88.206  ; 7492

AX-89909768:nmh        89.146  ; 7493

AX-89843585:ph3        91.047  ; 7494

AX-89840351:ph3        94.940  ; 7495

AX-89846470:ph3        95.218  ; 7496

AX-89846493:ph3        95.495  ; 7497

AX-89903745:ph3        95.773  ; 7498

AX-89850875:ph3        96.051  ; 7499

AX-89903391:ph3        96.373  ; 7500

AX-89808978:ph3        96.684  ; 7501

AX-89846118:ph3        98.024  ; 7502

AX-89903444:ph3        98.301  ; 7503

AX-89850885:ph3        98.301  ; 7504

AX-89862490:ph3        98.860  ; 7505

AX-89903506:ph3        98.860  ; 7506

AX-89846250:ph3        99.138  ; 7507

AX-89846267:ph3        99.416  ; 7508

AX-89802730:ph3       100.546  ; 7509

AX-89906914:ph3       100.546  ; 7510

AX-89906919:ph3       100.967  ; 7511

AX-89795297:ph3       101.388  ; 7512

AX-89905938:ph3       101.388  ; 7513

AX-89849564:ph3       101.666  ; 7514

AX-89894437:ph3       101.666  ; 7515

AX-89861872:ph3       101.944  ; 7516

AX-89837254:ph3       101.944  ; 7517

AX-89906926:ph3       102.503  ; 7518

AX-89846397:ph3       102.572  ; 7519

AX-89846385:nmh       102.894  ; 7520

AX-89903697:ph3       103.338  ; 7521

AX-89903608:ph3       105.041  ; 7522

AX-89846070:nmh       106.158  ; 7523

AX-89903311:nmh       106.714  ; 7524

AX-89864929:ph3       107.269  ; 7525

AX-89916254:nmh       107.269  ; 7526

AX-89806229:nmh       107.825  ; 7527





group 7B



AX-89844911:nmh         0.000  ; 10602

AX-89864830:nmh         0.000  ; 10603

AX-89902271:nmh         0.000  ; 10604

AX-89801601:ph3         0.556  ; 10605

AX-89844995:nmh         1.234  ; 10606

AX-89801855:nmh         3.367  ; 10607

AX-89845251:nmh         4.485  ; 10608

AX-89909896:nmh         4.659  ; 10609

AX-89902516:nmh         5.040  ; 10610

AX-89902541:nmh         5.040  ; 10611

AX-89902255:ph3         5.782  ; 10612

AX-89844981:ph3         5.782  ; 10613

AX-89845287:nmh         6.158  ; 10614

AX-89902662:ph3         6.713  ; 10615

AX-89806127:nmh         6.713  ; 10616

AX-89902399:ph3         6.900  ; 10617

AX-89902791:nmh         8.743  ; 10618

AX-89802011:nmh        10.087  ; 10619

AX-89916174:nmh        10.087  ; 10620

AX-89901922:nmh        10.087  ; 10621

AX-89844758:nmh        10.911  ; 10622

AX-89845501:nmh        11.758  ; 10623

AX-89850649:ph3        13.444  ; 10624

AX-89850640:ph3        13.999  ; 10625

AX-89901655:nmh        14.555  ; 10626

AX-89906750:ph3        15.303  ; 10627

AX-89901595:nmh        15.672  ; 10628

AX-89844495:nmh        15.858  ; 10629

AX-89901538:nmh        16.228  ; 10630

AX-89906704:nmh        16.783  ; 10631

AX-89850626:ph3        17.544  ; 10632

AX-89808781:nmh        17.901  ; 10633

AX-89901504:nmh        18.456  ; 10634

AX-89901587:nmh        18.661  ; 10635

AX-89844325:ph3        19.217  ; 10636

AX-89901484:nmh        19.574  ; 10637

AX-89843979:ph3        19.772  ; 10638

AX-89859902:nmh        20.129  ; 10639

AX-89901483:ph3        20.328  ; 10640

AX-89844009:nmh        20.685  ; 10641

AX-89800920:nmh        21.240  ; 10642

AX-89850549:ph3        22.588  ; 10643

AX-89800951:nmh        22.926  ; 10644

AX-89801003:nmh        23.481  ; 10645

AX-89844150:ph3        24.037  ; 10646

AX-89844095:ph3        24.274  ; 10647

AX-89806004:nmh        24.592  ; 10648

AX-89850537:nmh        25.710  ; 10649

AX-89843790:ph3        25.959  ; 10650

AX-89808743:ph3        25.959  ; 10651

AX-89843937:nmh        26.111  ; 10652

AX-89843930:ph3        26.120  ; 10653

AX-89859887:ph3        27.815  ; 10654

AX-89800822:ph3        27.815  ; 10655

AX-89800784:ph3        28.371  ; 10656

AX-89800839:nmh        28.933  ; 10657

AX-89800750:ph3        29.488  ; 10658

AX-89901089:ph3        29.616  ; 10659

AX-89915834:nmh        29.961  ; 10660

AX-89812126:nmh        30.602  ; 10661

AX-89800746:ph3        30.602  ; 10662

AX-89843727:ph3        31.427  ; 10663

AX-89900939:ph3        31.997  ; 10664

AX-89808720:ph3        32.275  ; 10665

AX-89843637:ph3        33.405  ; 10666

AX-89800597:ph3        34.233  ; 10667

AX-89802909:ph3        34.519  ; 10668

AX-89872843:ph3        35.362  ; 10669

AX-89869164:nmh        47.233  ; 10670

AX-89802379:nmh        48.596  ; 10671

AX-89864911:nmh        53.508  ; 10672

AX-89845844:nmh        53.841  ; 10673

AX-89903066:nmh        54.186  ; 10674

AX-89903135:nmh        54.311  ; 10675

AX-89903140:ph3        55.550  ; 10676

AX-89860444:nmh        55.861  ; 10677

AX-89845878:ph3        56.226  ; 10678

AX-89916435:nmh        56.226  ; 10679

AX-89904026:ph3        56.226  ; 10680

AX-89900339:nmh        59.098  ; 10681

AX-89800162:ph3        59.098  ; 10682

AX-89843094:ph3        59.376  ; 10683

AX-89843156:nmh        59.376  ; 10684

AX-89900447:ph3        60.265  ; 10685

AX-89850418:ph3        61.153  ; 10686

AX-89800229:nmh        61.444  ; 10687

AX-89850425:ph3        62.939  ; 10688

AX-89803870:ph3        63.511  ; 10689

AX-89823580:ph3        64.168  ; 10690

AX-89880768:ph3        64.737  ; 10691

AX-89784118:nmh        65.148  ; 10692

AX-89850940:nmh        65.559  ; 10693

AX-89802961:ph3        65.559  ; 10694

AX-89903910:ph3        65.559  ; 10695

AX-89823715:ph3        66.257  ; 10696

AX-89802960:nmh        66.954  ; 10697

AX-89823671:ph3        66.954  ; 10698

AX-89869212:ph3        67.519  ; 10699

AX-89802894:ph3        68.084  ; 10700

AX-89900561:ph3        68.505  ; 10701

AX-89843327:nmh        68.902  ; 10702

AX-89802868:ph3        68.918  ; 10703

AX-89843435:nmh        70.051  ; 10704

AX-89843335:ph3        70.417  ; 10705

AX-89859800:ph3        71.162  ; 10706

AX-89900584:ph3        71.162  ; 10707

AX-89800352:nmh        71.831  ; 10708

AX-89864950:nmh        72.841  ; 10709

AX-89800510:ph3        72.841  ; 10710

AX-89853771:nmh        72.841  ; 10711

AX-89800503:ph3        72.841  ; 10712

AX-89802827:ph3        73.398  ; 10713

AX-89805933:ph3        73.955  ; 10714

AX-89846474:nmh        73.955  ; 10715

AX-89802847:nmh        74.465  ; 10716

AX-89903776:nmh        75.066  ; 10717

AX-89800448:nmh        75.184  ; 10718

AX-89846174:ph3        77.670  ; 10719

AX-89802659:nmh        78.113  ; 10720

AX-89802736:ph3        78.623  ; 10721

AX-89802707:nmh        78.623  ; 10722

AX-89846277:ph3        79.132  ; 10723

AX-89894498:ph3        80.156  ; 10724

AX-89795381:ph3        80.515  ; 10725

AX-89894463:nmh        80.515  ; 10726

AX-89862504:nmh        81.202  ; 10727

AX-89846409:ph3        81.829  ; 10728

AX-89903672:nmh        81.967  ; 10729

AX-89894503:ph3        82.106  ; 10730

AX-89903629:nmh        82.245  ; 10731

AX-89850862:ph3        82.384  ; 10732

AX-89846292:nmh        82.384  ; 10733

AX-89802567:nmh        82.384  ; 10734

AX-89903732:ph3        82.772  ; 10735

AX-89903353:nmh        83.308  ; 10736

AX-89802501:nmh        84.520  ; 10737

AX-89846071:nmh        84.805  ; 10738

AX-89845892:nmh        84.963  ; 10739

AX-89845938:nmh        85.854  ; 10740

AX-89802545:ph3        86.302  ; 10741

AX-89808968:nmh        86.302  ; 10742

AX-89894436:nmh        88.562  ; 10743



group 7C



AX-89846296:nmh         0.000  ; 4866

AX-89846612:nmh         2.330  ; 4867

AX-89846598:nmh         3.447  ; 4868

AX-89903974:nmh         3.447  ; 4869

AX-89900835:nmh         5.133  ; 4870

AX-89802620:nmh         5.688  ; 4871

AX-89846391:nmh         6.244  ; 4872

AX-89903338:nmh         6.799  ; 4873

AX-89846356:nmh         7.917  ; 4874

AX-89843441:nmh         9.034  ; 4875

AX-89843415:nmh        10.151  ; 4876

AX-89869016:nmh        11.269  ; 4877

AX-89862487:nmh        12.386  ; 4878

AX-89837192:ph2        12.685  ; 4879

AX-89846269:nmh        12.940  ; 4880

AX-89823742:nmh        14.324  ; 4881

AX-89811175:nmh        15.741  ; 4882

AX-89784097:ph3        16.291  ; 4883

AX-89904679:ph3        16.297  ; 4884

AX-89880837:nmh        16.853  ; 4885

AX-89880759:ph3        16.863  ; 4886

AX-89823637:nmh        17.408  ; 4887

AX-89880755:ph3        17.964  ; 4888

AX-89823552:nmh        17.964  ; 4889

AX-89880731:nmh        17.964  ; 4890

AX-89784080:nmh        17.982  ; 4891

AX-89823568:nmh        18.482  ; 4892

AX-89900523:nmh        19.201  ; 4893

AX-89800322:ph3        19.807  ; 4894

AX-89850414:ph3        20.414  ; 4895

AX-89843214:ph3        21.020  ; 4896

AX-89900448:nmh        21.626  ; 4897

AX-89800239:nmh        22.233  ; 4898

AX-89868995:ph3        22.839  ; 4899

AX-89900378:nmh        24.678  ; 4900

AX-89900374:ph3        25.898  ; 4901

AX-89850383:ph3        27.117  ; 4902

AX-89812103:nmh        27.723  ; 4903

AX-89862529:nmh        28.943  ; 4904

AX-89800148:ph3        28.943  ; 4905

AX-89802997:nmh        30.162  ; 4906

AX-89846730:nmh        31.381  ; 4907

AX-89845866:nmh        31.988  ; 4908

AX-89862461:nmh        33.207  ; 4909

AX-89903143:ph3        33.813  ; 4910

AX-89903085:nmh        35.033  ; 4911

AX-89903117:nmh        35.639  ; 4912

AX-89903124:nmh        36.858  ; 4913

AX-89903046:nmh        38.078  ; 4914

AX-89845752:nmh        38.078  ; 4915

AX-89903044:nmh        39.297  ; 4916

AX-89872898:ph3        40.516  ; 4917

AX-89906837:ph3        41.736  ; 4918

AX-89802233:nmh        42.955  ; 4919

AX-89802221:nmh        43.561  ; 4920

AX-89802194:nmh        46.446  ; 4921

AX-89902843:nmh        47.875  ; 4922

AX-89808887:ph3        48.481  ; 4923

AX-89906766:ph3        49.088  ; 4924

AX-89901141:ph3        50.307  ; 4925

AX-89850449:ph3        50.999  ; 4926

AX-89800691:nmh        55.300  ; 4927

AX-89900994:ph3        56.519  ; 4928

AX-89843781:ph3        58.359  ; 4929

AX-89901034:nmh        59.578  ; 4930

AX-89906663:ph3        60.184  ; 4931

AX-89843852:nmh        60.316  ; 4932

AX-89901064:nmh        60.791  ; 4933

AX-89872865:ph3        61.913  ; 4934

AX-89800814:nmh        62.010  ; 4935

AX-89901124:nmh        62.616  ; 4936

AX-89843924:nmh        63.223  ; 4937

AX-89901302:nmh        64.442  ; 4938

AX-89901263:nmh        64.536  ; 4939

AX-89801006:nmh        65.048  ; 4940

AX-89800968:nmh        65.048  ; 4941

AX-89901218:ph3        65.048  ; 4942

AX-89801094:ph3        65.326  ; 4943

AX-89901270:ph3        65.604  ; 4944

AX-89901278:ph3        65.882  ; 4945

AX-89800911:ph3        65.882  ; 4946

AX-89901426:nmh        66.168  ; 4947

AX-89800878:ph3        66.443  ; 4948

AX-89801108:ph3        68.727  ; 4949

AX-89844302:nmh        70.141  ; 4950

AX-89844261:ph3        71.008  ; 4951

AX-89901608:nmh        71.809  ; 4952

AX-89844257:nmh        72.245  ; 4953

AX-89801141:ph3        72.681  ; 4954

AX-89801148:ph3        73.362  ; 4955

AX-89864774:ph3        73.625  ; 4956

AX-89844464:nmh        74.094  ; 4957

AX-89801200:ph3        74.352  ; 4958

AX-89801186:nmh        74.651  ; 4959

AX-89901765:nmh        75.092  ; 4960

AX-89801226:nmh        75.991  ; 4961

AX-89844612:nmh        76.050  ; 4962

AX-89901769:nmh        76.657  ; 4963

AX-89801307:nmh        77.008  ; 4964

AX-89901776:ph3        77.485  ; 4965

AX-89801288:nmh        77.485  ; 4966

AX-89844664:ph3        79.349  ; 4967

AX-89801253:ph3        80.247  ; 4968

AX-89791410:ph3        80.356  ; 4969

AX-89844662:nmh        80.930  ; 4970

AX-89801454:nmh        82.975  ; 4971

AX-89801462:nmh        85.007  ; 4972

AX-89902011:nmh        86.163  ; 4973

AX-89902779:nmh        86.789  ; 4974

AX-89806064:nmh        90.871  ; 4975

AX-89845405:nmh        90.894  ; 4976

AX-89860212:nmh        91.729  ; 4977

AX-89902775:nmh        92.503  ; 4978

AX-89916184:nmh        92.622  ; 4979

AX-89902710:nmh        94.135  ; 4980

AX-89902618:nmh        96.324  ; 4981

AX-89850731:ph3        97.406  ; 4982

AX-89801864:nmh        97.823  ; 4983

AX-89845242:nmh        98.239  ; 4984

AX-89872890:ph3        98.239  ; 4985

AX-89850729:ph3        98.239  ; 4986

AX-89845166:nmh        99.357  ; 4987

AX-89845157:nmh        99.357  ; 4988

AX-89801853:ph3        99.357  ; 4989

AX-89806100:nmh       100.474  ; 4990

AX-89902376:nmh       101.030  ; 4991

AX-89902172:nmh       102.787  ; 4992

AX-89844896:nmh       103.342  ; 4993

AX-89902060:nmh       104.460  ; 4994

AX-89801691:nmh       104.460  ; 4995

AX-89844820:nmh       105.015  ; 4996

AX-89902445:ph3       105.577  ; 4997

AX-89844787:nmh       106.133  ; 4998



group 7D



AX-89844984:nmh         0.000  ; 7734

AX-89845127:nmh         0.556  ; 7735

AX-89906793:ph3         1.111  ; 7736

AX-89902365:nmh         1.111  ; 7737

AX-89860129:nmh         1.667  ; 7738

AX-89801722:nmh         2.784  ; 7739

AX-89902221:nmh         3.901  ; 7740

AX-89808829:nmh         3.901  ; 7741

AX-89801638:nmh         4.457  ; 7742

AX-89844928:nmh         5.574  ; 7743

AX-89902166:nmh         6.692  ; 7744

AX-89801620:nmh         7.809  ; 7745

AX-89902202:nmh         8.926  ; 7746

AX-89902684:nmh        10.612  ; 7747

AX-89902681:nmh        11.168  ; 7748

AX-89850726:ph3        11.723  ; 7749

AX-89801918:ph3        12.279  ; 7750

AX-89801482:ph3        13.964  ; 7751

AX-89802119:ph3        14.520  ; 7752

AX-89902741:nmh        15.075  ; 7753

AX-89802116:ph3        15.631  ; 7754

AX-89902010:nmh        16.186  ; 7755

AX-89901807:nmh        16.675  ; 7756

AX-89844530:nmh        17.793  ; 7757

AX-89801340:nmh        18.348  ; 7758

AX-89850675:ph3        18.447  ; 7759

AX-89901917:nmh        20.563  ; 7760

AX-89862367:nmh        21.258  ; 7761

AX-89850631:ph3        21.814  ; 7762

AX-89844443:nmh        22.369  ; 7763

AX-89844420:ph2        22.369  ; 7764

AX-89800627:ph3        36.135  ; 7765

AX-89850487:ph3        36.729  ; 7766

AX-89800415:ph3        39.287  ; 7767
